"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"285",1745,3.04452243772342,"RL",4.70953020131233,9.64329093701921,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",7,5,1981,1981,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","TA","Mn","LwQ",4.80402104473326,"Unf",0,7.39018142822643,7.46221493976819,"GasA","TA","Y","SBrkr",7.46221493976819,0,0,7.46221493976819,0,0,1,1,2,0.693147180559945,"Gd",7,"Typ",0,NA,"Attchd",1981,"RFn",2,540,"TA","TA","Y",5.43372200355424,3.04452243772342,5.3890717298165,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"286",1746,4.39444915467244,"RL",4.39444915467244,9.16962253869762,"Pave",NA,"Reg","Low","AllPub","FR2","Mod","Veenker","Feedr","Norm","1Fam","SLvl",8,5,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",5.30330490805908,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,5.97380961186926,5.97380961186926,"GasA","Ex","Y","SBrkr",7.30518821539304,6.92067150424868,0,7.82404601085629,0,0,2,1,4,0.693147180559945,"TA",5,"Typ",1,"Gd","Attchd",1976,"Unf",2,527,"TA","TA","Y",0,4.17438726989564,0,0,0,0,NA,NA,NA,0,1,2009,"WD","Abnorml"
"287",1747,4.11087386417331,"RL",NA,9.45195232757344,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",7,6,1974,1974,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Mn","GLQ",6.3297209055227,"LwQ",3.76120011569356,5.01727983681492,6.62406522779989,"GasA","TA","Y","SBrkr",7.15929190479756,6.6631326959908,0,7.63433723562832,0,0,2,1,3,0.693147180559945,"Gd",7,"Typ",2,"TA","Attchd",1974,"RFn",2,784,"TA","TA","Y",5.6970934865054,3.71357206670431,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"288",1748,4.11087386417331,"RL",4.39444915467244,9.24965723435313,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1967,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",5.54907608489522,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,6.83840520084734,6.83840520084734,"GasA","Gd","Y","SBrkr",7.14834574390007,7.22256601882217,0,7.87891291229713,0,0,2,1,5,0.693147180559945,"Gd",8,"Typ",1,"TA","Attchd",1967,"RFn",2,515,"TA","TA","Y",0,4.79579054559674,0,0,5.12989871492307,0,NA,NA,NA,0,5,2009,"WD","Normal"
"289",1749,3.04452243772342,"RL",4.39444915467244,9.16962253869762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",5,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.85981240436167,"TA","TA","CBlock","Gd","TA","Mn","ALQ",6.31716468674728,"Rec",4.99721227376411,6.37842618365159,7.16162200293919,"GasA","TA","Y","SBrkr",7.19818357710194,0,0,7.19818357710194,0,0.693147180559945,2,0,3,0.693147180559945,"TA",6,"Typ",1,"Fa","Attchd",1969,"RFn",2,502,"TA","TA","Y",5.74620319054015,2.484906649788,0,0,0,0,NA,NA,"Shed",6.47850964220857,8,2009,"WD","Normal"
"290",1750,3.04452243772342,"RL",4.33073334028633,9.10509096125709,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",5.30330490805908,"TA","TA","CBlock","TA","TA","Av","BLQ",6.8627579130514,"Unf",0,5.5683445037611,7.10414409298753,"GasA","TA","Y","SBrkr",7.10414409298753,0,0,7.10414409298753,1,0,1,0,3,0.693147180559945,"TA",5,"Typ",0,NA,"Attchd",1969,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2009,"WD","Abnorml"
"291",1751,4.11087386417331,"RL",NA,9.53061063402112,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1977,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",5.64897423816121,"TA","Gd","PConc","Gd","TA","No","GLQ",6.07073772800249,"Unf",0,6.16751649088834,6.81234509417748,"GasA","Ex","Y","SBrkr",7.18311170174328,6.880384082186,0,7.73587031995257,0,0,1,2,4,0.693147180559945,"Gd",8,"Typ",2,"TA","Attchd",1977,"RFn",2,520,"TA","TA","Y",5.77455154554441,4.29045944114839,0,0,5.05624580534831,0,NA,NA,NA,0,11,2009,"WD","Normal"
"292",1752,3.04452243772342,"RL",4.14313472639153,8.8722067560283,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","TA","TA","No","BLQ",6.47543271670409,"Unf",0,5.37989735354046,6.76272950693188,"GasA","TA","Y","SBrkr",6.76272950693188,0,0,6.76272950693188,0,0.693147180559945,1,0,2,0.693147180559945,"TA",5,"Typ",0,NA,"Attchd",1967,"Fin",1,312,"TA","TA","Y",0,0,0,0,0,0,NA,"GdPrv",NA,0,6,2009,"WD","Normal"
"293",1753,3.04452243772342,"RL",4.39444915467244,9.16962253869762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,7.35819375273303,7.35819375273303,"GasA","TA","Y","SBrkr",7.35819375273303,0,0,7.35819375273303,0,0,1,1,3,0.693147180559945,"TA",7,"Typ",0,NA,"Attchd",1967,"Unf",2,440,"TA","TA","Y",5.08140436498446,3.71357206670431,0,0,0,0,NA,NA,NA,0,3,2009,"COD","Normal"
"294",1754,4.11087386417331,"RL",4.39444915467244,9.16962253869762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",5.53338948872752,"TA","TA","CBlock","TA","TA","No","ALQ",6.54965074223381,"Unf",0,6.14846829591765,7.06133436691044,"GasA","Gd","Y","SBrkr",7.06133436691044,6.7990558620588,0,7.63143166457691,0,0.693147180559945,2,1,4,0.693147180559945,"TA",8,"Typ",1,"TA","Attchd",1974,"RFn",2,498,"TA","TA","Y",0,4.35670882668959,0,0,5.28320372873799,0,NA,NA,NA,0,5,2009,"COD","Abnorml"
"295",1755,4.45434729625351,"RL",NA,9.7111762641128,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",6,5,1971,1971,"Hip","CompShg","HdBoard","HdBoard","BrkFace",6.23441072571837,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.87005341179813,"Unf",0,5.6021188208797,7.11720550316434,"GasA","Fa","Y","SBrkr",7.18614430452233,0,0,7.18614430452233,0,0.693147180559945,2,0,3,0.693147180559945,"TA",5,"Typ",1,"Gd","Attchd",1971,"RFn",2,495,"TA","TA","Y",0,3.04452243772342,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
"296",1756,3.04452243772342,"RL",4.11087386417331,8.9142228207033,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1960,1960,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.59987049921284,"Unf",0,5.08140436498446,6.79682371827486,"GasA","Gd","Y","SBrkr",6.79682371827486,0,0,6.79682371827486,1,0,1,0,2,0.693147180559945,"TA",5,"Typ",1,"Po","Detchd",1988,"Unf",2,396,"TA","TA","Y",0,0,0,5.88887795833288,0,0,NA,"GdWo",NA,0,8,2009,"WD","Normal"
"297",1757,3.04452243772342,"RL",4.18965474202643,9.00282407654767,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.00141487796115,"Unf",0,6.13556489108174,6.76272950693188,"GasA","Ex","Y","SBrkr",6.76272950693188,0,0,6.76272950693188,0,0,1,0,3,0.693147180559945,"TA",5,"Typ",0,NA,"Detchd",1960,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
"298",1758,3.04452243772342,"RL",NA,9.15387583499506,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.08140436498446,"TA","TA","CBlock","TA","TA","No","BLQ",6.65415252018322,"Unf",0,5.5834963087817,6.94793706861497,"GasA","TA","Y","SBrkr",7.21744343169653,0,0,7.21744343169653,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",1,"Gd","Attchd",1982,"RFn",3,768,"TA","TA","Y",0,0,4.44265125649032,0,0,0,NA,"MnPrv",NA,0,5,2009,"WD","Normal"
"299",1759,3.04452243772342,"RL",NA,9.5101486242258,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4.26267987704132,"TA","Gd","CBlock","TA","TA","No","BLQ",6.4393503711001,"LwQ",5.30826769740121,5.40717177146012,6.9555926083963,"GasA","Fa","Y","SBrkr",7.45529848568329,0,0,7.45529848568329,1,0,2,0,3,0.693147180559945,"TA",7,"Min1",1,"Gd","Detchd",1956,"Unf",2,576,"TA","TA","Y",0,4.60517018598809,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
"300",1760,3.04452243772342,"RL",4.45434729625351,9.14323856843545,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.38449506278909,"TA","TA","CBlock","TA","TA","No","ALQ",5.73979291217923,"BLQ",6.24027584517077,6.19847871649231,7.18083119904456,"GasA","TA","Y","SBrkr",7.18083119904456,0,0,7.18083119904456,1,0,1,1,3,0.693147180559945,"Gd",6,"Typ",1,"TA","Attchd",1961,"RFn",2,610,"TA","TA","Y",5.15329159449778,3.36729582998647,0,0,4.80402104473326,0,NA,"MnPrv",NA,0,2,2009,"WD","Normal"
"301",1761,3.04452243772342,"RL",4.75359019110636,9.25922576970599,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","Stone",4.97673374242057,"TA","Gd","CBlock","TA","TA","No","LwQ",6.90675477864855,"Unf",0,5.68697535633982,7.16472037877186,"GasA","TA","Y","SBrkr",7.16472037877186,0,0,7.16472037877186,1,0,1,1,3,0.693147180559945,"TA",6,"Typ",2,"Gd","Detchd",1964,"Unf",2,520,"TA","TA","Y",0,3.49650756146648,0,0,4.53259949315326,0,NA,NA,NA,0,7,2009,"COD","Abnorml"
"302",1762,4.11087386417331,"RL",NA,9.10175243155928,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",5.96357934361845,"Unf",0,5.87773578177964,6.61338421837956,"GasA","TA","Y","SBrkr",6.71659477352098,7.18235211188526,0,7.66902828858968,0,0,2,1,4,0.693147180559945,"TA",7,"Typ",1,"TA","Attchd",1965,"Fin",2,549,"TA","TA","Y",0,3.71357206670431,5.57972982598622,0,0,0,NA,"MnPrv",NA,0,6,2009,"WD","Normal"
"303",1763,4.39444915467244,"RL",4.45434729625351,9.34801317710126,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4.51085950651685,"TA","TA","CBlock","TA","TA","Gd","ALQ",6.34388043412633,"Unf",0,6.46302945692067,7.09754885061479,"GasA","Ex","Y","SBrkr",7.36327958696304,0,0,7.36327958696304,1,0,1,0,4,0.693147180559945,"Gd",7,"Typ",1,"Po","BuiltIn",1961,"Fin",2,368,"TA","TA","Y",4.45434729625351,0,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
"304",1764,3.04452243772342,"RL",4.23410650459726,9.18696938565294,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",4.61512051684126,"ALQ",5.51342874616498,6.41999492814714,6.86797440897029,"GasA","Gd","Y","SBrkr",6.86797440897029,0,0,6.86797440897029,1,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,NA,"Attchd",1955,"RFn",1,330,"TA","TA","Y",0,4.26267987704132,0,0,0,0,NA,"MnPrv",NA,0,2,2009,"WD","Normal"
"305",1765,3.04452243772342,"RL",4.51085950651685,9.20039104112251,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",7.06817200038804,"Unf",0,6.23048144757848,7.42714413340862,"GasA","TA","Y","SBrkr",7.43366654016617,0,0,7.43366654016617,1,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,NA,"Attchd",1967,"Unf",2,550,"Gd","TA","Y",0,4.21950770517611,5.56452040732269,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD","Normal"
"306",1766,3.04452243772342,"RL",4.53259949315326,9.2661534367954,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1961,1961,"Hip","CompShg","MetalSd","MetalSd","BrkFace",1.38629436111989,"TA","TA","CBlock","TA","TA","No","Rec",7.1800698743028,"Unf",0,4.95582705760126,7.28207365809346,"GasA","Ex","Y","SBrkr",7.28207365809346,0,0,7.28207365809346,1,0,2,0,3,0.693147180559945,"TA",6,"Typ",1,"TA","Attchd",1961,"RFn",2,530,"TA","TA","Y",0,3.91202300542815,0,0,5.66642668811243,0,NA,"GdPrv",NA,0,4,2009,"WD","Normal"
"307",1767,3.04452243772342,"RL",4.39444915467244,9.59533062689496,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1966,2008,"Gable","CompShg","MetalSd","MetalSd","BrkFace",5.35185813347607,"TA","Gd","CBlock","TA","TA","No","ALQ",7.23561914106675,"Unf",0,5.17048399503815,7.35436233042148,"GasA","Gd","Y","SBrkr",7.35755620091035,0,0,7.35755620091035,1,0,2,0,2,0.693147180559945,"Gd",5,"Typ",2,"Gd","Attchd",1966,"Unf",2,542,"TA","TA","Y",0,4.70953020131233,0,0,5.83773044716594,0,NA,"GdWo",NA,0,7,2009,"WD","Normal"
"308",1768,3.04452243772342,"RL",4.30406509320417,9.07806533266636,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.10594547390058,"Gd","TA","CBlock","TA","TA","No","ALQ",6.75343791859778,"Unf",0,5.74939298590825,7.0647590277918,"GasA","TA","Y","SBrkr",7.04315991598834,0,0,7.04315991598834,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",0,NA,"Attchd",1956,"RFn",1,286,"TA","TA","Y",5.55295958492162,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"309",1769,3.04452243772342,"RL",NA,9.41621568172387,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1960,1960,"Gable","CompShg","Plywood","Plywood","BrkFace",4.85981240436167,"TA","TA","CBlock","TA","TA","No","BLQ",6.30078579466324,"Unf",0,6.66695679242921,7.1929342212158,"GasA","Gd","Y","SBrkr",7.1929342212158,0,0,7.1929342212158,0,0,1,1,3,0.693147180559945,"TA",5,"Typ",2,"Gd","Attchd",1960,"Unf",2,441,"TA","TA","Y",0,0,5.31811999384422,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"310",1770,3.04452243772342,"RL",4.20469261939097,9.13140538388804,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1959,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",6.56385552653213,"Unf",0,5.63835466933375,6.89669433162271,"GasA","TA","Y","SBrkr",6.89669433162271,0,0,6.89669433162271,1,0,2,0,3,0.693147180559945,"Gd",6,"Typ",0,NA,"Attchd",1959,"Unf",1,297,"TA","TA","Y",5.05624580534831,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
"311",1771,3.04452243772342,"RL",4.26267987704132,9.07692325853583,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.07764224334903,"BLQ",5.31320597904179,6.33859407820318,7.09257371597468,"GasA","TA","Y","SBrkr",7.09257371597468,0,0,7.09257371597468,0,0.693147180559945,1,0,3,0.693147180559945,"TA",6,"Typ",0,NA,"Attchd",1956,"RFn",1,304,"TA","TA","Y",0,3.58351893845611,4.79579054559674,0,0,0,NA,"GdWo",NA,0,11,2009,"COD","Abnorml"
"312",1772,3.04452243772342,"RL",4.26267987704132,9.07692325853583,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.15329159449778,"LwQ",6.18208490671663,6.59030104819669,7.23201033166476,"GasA","Gd","Y","FuseA",7.23201033166476,0,0,7.23201033166476,0,0.693147180559945,1,0,3,0.693147180559945,"Gd",6,"Typ",0,NA,"Attchd",1955,"Unf",1,350,"TA","TA","Y",5.63835466933375,0,0,0,0,0,NA,"GdWo",NA,0,7,2009,"WD","Normal"
"313",1773,3.04452243772342,"RL",4.39444915467244,9.24965723435313,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1956,1956,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.04985600724954,"LwQ",6.62140565176413,5.69035945432406,7.09090982207998,"GasA","TA","Y","SBrkr",7.09090982207998,0,0,7.09090982207998,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",2,"Gd","Attchd",1956,"Unf",1,294,"TA","TA","Y",0,5.24702407216049,4.94875989037817,0,0,0,NA,NA,NA,0,11,2009,"WD","Family"
"314",1774,4.51085950651685,"RL",4.34380542185368,9.15725600088373,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",6.48920493132532,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,7.53208814354172,7.53208814354172,"GasA","Ex","Y","SBrkr",7.53208814354172,0,0,7.53208814354172,0,0,2,0,4,1.09861228866811,"TA",8,"Typ",0,NA,"Detchd",1958,"Unf",2,495,"TA","Fa","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal"
"315",1775,3.04452243772342,"RL",3.98898404656427,9.00319319374657,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1954,1954,"Hip","CompShg","MetalSd","MetalSd","BrkFace",4.39444915467244,"TA","TA","CBlock","TA","TA","No","ALQ",6.19644412779452,"Unf",0,6.35088571671474,6.96885037834195,"GasA","Gd","Y","SBrkr",6.96885037834195,0,0,6.96885037834195,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",0,NA,"Attchd",1954,"Unf",1,297,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal"
"316",1776,3.04452243772342,"RL",4.21950770517611,9.47815131478555,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1951,1951,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.73334127689775,"Unf",0,5.78074351579233,6.44888939414686,"GasA","TA","Y","FuseA",7.01481435127554,0,0,7.01481435127554,0,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,NA,"Basment",1951,"Unf",2,480,"TA","TA","Y",0,0,0,0,5.54517744447956,0,NA,NA,NA,0,10,2009,"WD","Normal"
"317",1777,3.43398720448515,"RL",4.39444915467244,9.0455836463617,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","BLQ",6.55250788703459,"Unf",0,4.54329478227,6.67708346124714,"GasA","TA","Y","SBrkr",6.67708346124714,0,0,6.67708346124714,1,0,1,0,2,0.693147180559945,"Fa",4,"Typ",0,NA,"Detchd",1945,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"318",1778,3.04452243772342,"RL",4.11087386417331,8.93944986216424,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1952,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","No","GLQ",6.83733281468559,"Unf",0,4.61512051684126,6.93925394604151,"GasA","Gd","Y","SBrkr",6.93925394604151,0,0,6.93925394604151,1,0,1,0,2,0.693147180559945,"Gd",5,"Typ",0,NA,"Attchd",1952,"Unf",1,230,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,3,2009,"WD","Normal"
"319",1779,3.04452243772342,"RL",4.33073334028633,9.16261963576477,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4.94875989037817,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","FuseA",7.09920174355309,0,0,7.09920174355309,0,0,1,1,2,0.693147180559945,"TA",7,"Typ",0,NA,"Attchd",1953,"Fin",1,616,"TA","TA","Y",5.34233425196481,0,4.61512051684126,0,0,0,NA,"MnPrv",NA,0,8,2009,"ConLD","Normal"
"320",1780,4.11087386417331,"RL",4.36944785246702,9.34312148321,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",7,7,1948,1999,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",6.5510803350434,"Unf",0,0,6.5510803350434,"GasA","Ex","Y","FuseA",6.68710860786651,6.58892647753352,0,7.33171496972647,1,0,1,1,3,0.693147180559945,"TA",6,"Typ",1,"Gd","Attchd",1948,"Unf",2,410,"TA","TA","Y",0,0,4.90527477843843,0,0,0,NA,"GdWo",NA,0,12,2009,"WD","Normal"
"321",1781,3.04452243772342,"RL",4.11087386417331,9.16962253869762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.96870755998537,"Unf",0,6.69826805411541,7.09090982207998,"GasA","TA","Y","SBrkr",7.09090982207998,0,0,7.09090982207998,0,0,1,0,3,0.693147180559945,"TA",6,"Typ",0,NA,"Attchd",1950,"Fin",1,246,"TA","TA","Y",4.84418708645859,0,0,0,0,0,NA,"GdWo",NA,0,8,2009,"WD","Normal"
"322",1782,3.04452243772342,"RL",3.98898404656427,8.60721669406383,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,6.67582322163485,6.67582322163485,"GasA","Gd","Y","FuseA",6.67582322163485,0,0,6.67582322163485,0,0,1,0,2,0.693147180559945,"TA",4,"Typ",0,NA,"Attchd",1958,"Unf",1,366,"Fa","TA","Y",0,4.51085950651685,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"323",1783,4.11087386417331,"RL",4.11087386417331,9.28739400141847,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,1939,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.51767127291227,6.51767127291227,"GasA","Ex","Y","SBrkr",6.51767127291227,6.51767127291227,0,7.21007962817079,0,0.693147180559945,2,0,4,0.693147180559945,"Gd",7,"Typ",0,NA,"Detchd",1939,"Unf",2,720,"TA","TA","Y",5.23644196282995,0,4.85981240436167,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
"324",1784,4.26267987704132,"RL",4.39444915467244,9.00540504031064,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,8,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","BrkTil","Fa","TA","No","Unf",0,"Unf",0,6.00635315960173,6.00635315960173,"GasA","Gd","Y","SBrkr",6.57646956904822,5.77765232322266,0,6.94697599213542,0,0,1,0,2,0.693147180559945,"TA",6,"Typ",0,NA,"Detchd",1940,"Unf",1,281,"TA","TA","N",0,0,5.12989871492307,0,4.71849887129509,0,NA,NA,NA,0,5,2009,"WD","Normal"
