"","X","X30","X50","X60","X90","X160","C..all.","RL","RM","AlleyGrvl","Alleynan","IR1","IR2","Reg","Bnk","HLS","CulDSac","BrDale","BrkSide","Edwards","IDOTRR","MeadowV","NAmes","NoRidge","NridgHt","OldTown","Sawyer","Somerst","StoneBr","Timber","Condition1Artery","Condition1Feedr","Condition1Norm","X1Fam","Duplex","Gable","Hip","CompShg","WdShngl","Exterior2ndCmentBd","Exterior2ndMetalSd","Exterior2ndVinylSd","Exterior2ndWd.Sdng","BrkFace","None","Stone","FuseA","FuseF","SBrkr","Attchd","BuiltIn","Detchd","N","Y","WD","Abnorml","Normal","Partial","LotFrontage","LotArea","OverallQual","YearBuilt","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","ExterQual","BsmtQual","BsmtCond","BsmtExposure","HeatingQC","KitchenQual","GarageQual","PoolQC","BsmtFinType1","CentralAir","Functional","GarageFinish","Fence"
"217",216,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,80,9.24067557177226,7,2007,6.77650699237218,6.16331480403464,7.2086003379602,0,1,2,0.693147180559945,6,1,2,5.26269018890489,3.29583686600433,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"218",217,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,100,9.60487933995079,10,2004,7.67182679787878,5.84932477994686,7.82124208352356,0,1,2,0.693147180559945,8,1,3,5.4249500174814,5.46383180502561,0,0,1.79175946922805,1.79175946922805,1.38629436111989,4,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"219",218,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,117,9.63318687791512,8,2003,7.35115822643069,6.46769872610435,7.69666708152646,0,1,3,0.693147180559945,8,1,3,5.34233425196481,4.02535169073515,0,0,1.6094379124341,1.79175946922805,1.38629436111989,4,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"220",219,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,44,8.90801832278489,9,2008,6.68586094706836,6.98933526597456,7.54168309988211,0,1,2,0.693147180559945,6,1,2,5.44673737166631,4.51085950651685,0,0,1.79175946922805,1.79175946922805,1.38629436111989,2,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"221",220,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,48,8.77539495854551,9,2008,0,7.28069719538474,7.28069719538474,0,0,2,0.693147180559945,6,1,2,5.26269018890489,3.76120011569356,0,0,1.79175946922805,1.79175946922805,1.38629436111989,2,5,5,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"222",221,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,129,9.72740648333163,8,2002,7.08757370555797,6.24804287450843,7.44600149832412,0,1,3,0.693147180559945,8,1,3,5.3890717298165,5.21493575760899,0,0,1.6094379124341,1.79175946922805,1.38629436111989,4,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"223",222,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,48,8.15507488781144,7,2003,0,7.24850407237061,7.24850407237061,0,0,2,0.693147180559945,6,1,2,5.00394630594546,3.61091791264422,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"224",223,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,63,9.29917508567667,7,2005,0,6.59167373200866,6.59167373200866,6.59167373200866,0,3,0.693147180559945,8,1,2,4.61512051684126,0,0,0,1.6094379124341,1.6094379124341,1.6094379124341,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"225",224,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,57,9.09593911166621,6,2005,0,6.61472560020376,6.61472560020376,6.61472560020376,0,3,0.693147180559945,7,1,2,3.61091791264422,3.04452243772342,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"226",225,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,43,8.06557942728209,7,2005,2.83321334405622,7.09423484592476,7.1074254741107,0,0,2,0.693147180559945,5,1,2,4.61512051684126,2.83321334405622,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"227",226,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,59,9.15218145780265,7,2004,0,5.95324333428778,5.95324333428778,6.44730586254121,0,3,0.693147180559945,6,1,2,4.61512051684126,0,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"228",227,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,62,8.98532006064911,7,2004,0,6.76734312526539,6.76734312526539,6.63725803128446,0,3,0.693147180559945,7,1,2,4.79579054559674,3.89182029811063,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"229",228,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,61,9.22286165252985,7,2004,0,6.74170069465205,6.74170069465205,6.61873898351722,0,3,0.693147180559945,7,1,2,5.70711026474888,3.89182029811063,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,1.38629436111989
"230",229,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.10119492471538,7,2003,6.48157712927643,4.87519732320115,6.6631326959908,6.52795791762255,1,3,0.693147180559945,8,1,2,0,4.33073334028633,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"231",230,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.00883599576545,7,2003,6.20455776256869,5.32300997913841,6.54965074223381,6.46925031679577,1,3,0.693147180559945,7,1,2,4.61512051684126,4.04305126783455,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"232",231,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.46436224293533,8,2002,6.48004456192665,5.39362754635236,6.7696419768525,7.02731451403978,1,4,0.693147180559945,8,1,3,0,3.89182029811063,0,0,1.6094379124341,1.79175946922805,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"233",232,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,61,9.1834829178063,7,2004,5.48893772615669,3.43398720448515,5.95324333428778,6.44730586254121,0,3,0.693147180559945,7,0,2,0,0,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"234",233,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,42,9.0400264343065,6,2000,6.52795791762255,4.71849887129509,6.67834211465433,6.54534966033442,1,3,0.693147180559945,7,1,2,0,4.29045944114839,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"235",234,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,62,8.95557714628151,7,1999,0,5.95324333428778,5.95324333428778,6.48768401848461,0,3,0.693147180559945,7,1,2,0,0,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"236",235,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.67388569116087,7,1999,6.81783057145415,5.57972982598622,7.07157336421153,6.99393297522319,1,4,0.693147180559945,8,1,3,5.70044357339069,0,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,5,0.693147180559945,2.19722457733622,3,0
"237",236,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,64,8.96814141412681,7,1999,0,5.95324333428778,5.95324333428778,6.48768401848461,0,3,0.693147180559945,7,1,2,0,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"238",237,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,106,9.45100945015621,8,2000,7.06817200038804,5.64544689764324,7.28344822875663,7.10824413973154,1,4,0.693147180559945,10,2,3,5.53338948872752,3.43398720448515,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"239",238,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.28275405248523,8,1994,5.46806014113513,5.57215403217776,7.61332497954064,0,1,3,0.693147180559945,7,2,3,5.20948615284142,4.04305126783455,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,4,0.693147180559945,2.19722457733622,3,0
"240",239,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,79,9.11449004631935,7,1995,6.70563909486,5.54126354515843,6.97634807044775,6.87523208727658,1,3,0.693147180559945,7,1,2,5.6937321388027,4.63472898822964,5.34710753071747,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"241",240,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.36674565114032,8,1993,6.4377516497364,6.30991827822652,7.06817200038804,6.92559519711047,1,3,0.693147180559945,8,1,2,5.15905529921453,5.11198778835654,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"242",241,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,86,9.32322252903286,8,2008,0,7.43661726523423,7.43661726523423,0,0,3,0.693147180559945,7,0,3,4.79579054559674,4.04305126783455,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"243",242,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,78,9.2308290384035,8,2008,0,7.38709023565676,7.38709023565676,0,0,3,0.693147180559945,7,1,3,4.97673374242057,3.80666248977032,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"244",243,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.22335530905368,8,2007,7.16626597413364,6.0137151560428,7.44014668066269,0,1,3,0.693147180559945,7,1,3,0,4.24849524204936,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"245",244,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,76,9.1204156644482,8,2006,5.94017125272043,6.95081476844258,7.26052259808985,0,0,3,0.693147180559945,7,1,2,5.6970934865054,3.93182563272433,0,0,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"246",245,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.31730959297342,9,2005,7.67740043051481,5.70711026474888,7.80751004221619,0,1,2,0.693147180559945,9,2,3,4.26267987704132,5.4249500174814,0,0,1.79175946922805,1.79175946922805,1.38629436111989,4,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,1.6094379124341
"247",246,0,0,0,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,90,8.98644653927127,7,2008,0,7.27031288607902,7.27031288607902,0,0,3,0.693147180559945,6,0,2,0,4.80402104473326,0,0,1.6094379124341,1.79175946922805,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"248",247,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,72,9.0642735958414,7,2008,0,7.24636808010246,7.24636808010246,0,0,3,0.693147180559945,7,0,2,5.32787616878958,4.84418708645859,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"249",248,0,0,0,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,112,9.44200749423127,9,2007,0,7.33367639565768,7.33367639565768,0,0,3,0.693147180559945,7,1,3,5.36129216570943,4.91998092582813,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"250",249,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,75,8.92279162396964,8,2006,3.2188758248682,7.20711885620776,7.22475340576797,0,0,2,0.693147180559945,6,1,2,0,4.94875989037817,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"251",250,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,84,9.26898656740892,8,2006,6.52649485957079,5.3890717298165,6.80350525760834,6.78784498230958,1,3,0.693147180559945,8,1,3,5.12989871492307,3.8286413964891,0,0,1.6094379124341,1.79175946922805,1.6094379124341,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"252",251,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,65,9.00282407654767,8,2008,0,7.51588908521513,7.51588908521513,0,0,3,0.693147180559945,8,1,2,0,5.17048399503815,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"253",252,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.27105910701089,7,2006,7.26612877955645,5.40717177146012,7.41034709782102,0,1,3,0.693147180559945,8,1,3,5.12989871492307,4.79579054559674,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"254",253,0,0,0,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,68,9.07532216029809,7,2003,6.64898455002478,6.04737217904628,7.34858753092759,0,1,3,0.693147180559945,6,0,2,5.26269018890489,4.48863636973214,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"255",254,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,65,9.00307016981826,7,2003,6.01859321449623,5.99893656194668,6.70073110954781,6.73578001424233,1,3,0.693147180559945,6,0,2,0,3.8286413964891,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"256",255,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,80,9.17014318222477,7,2007,0,7.10578612948127,7.10578612948127,0,0,3,0.693147180559945,6,0,2,0,5.18738580584075,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"257",256,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,63,8.92279162396964,7,2006,4.00733318523247,6.99209642741589,7.04053639021596,0,1,3,0.693147180559945,6,0,2,5.20948615284142,0,0,0,1.6094379124341,1.6094379124341,1.6094379124341,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
